signal_time,entry_time,side,level_name,level_value,fut_signal_close,fut_entry,fut_sl,fut_tp,signal1_idx,signal2_idx,entry_idx,lot1_exit_time,lot1_exit_price,lot1_exit_reason,lot1_pnl_points,lot2_exit_time,lot2_exit_price,lot2_exit_reason,lot2_pnl_points,lot2_final_sl,mfe_points,mae_points,total_points_2lots,effective_points_per_lot,risk_points,tp1_points,tp1_rr,opt_error,opt_symbol,opt_token,opt_expiry,opt_strike,opt_type,lot_size,opt_entry_time_used,opt_entry_price_raw,opt_lot1_exit_time_used,opt_lot1_exit_price_raw,opt_lot2_exit_time_used,opt_lot2_exit_price_raw,opt_lot1_entry_price_exec,opt_lot1_exit_price_exec,opt_lot2_entry_price_exec,opt_lot2_exit_price_exec,opt_lot1_gross_pnl_rupees,opt_lot2_gross_pnl_rupees,opt_gross_total_pnl_rupees_2lots,opt_lot1_pnl_after_slippage_rupees,opt_lot2_pnl_after_slippage_rupees,opt_total_pnl_after_slippage_rupees_2lots,opt_lot1_charges_rupees,opt_lot2_charges_rupees,opt_total_charges_rupees_2lots,opt_lot1_net_pnl_rupees,opt_lot2_net_pnl_rupees,opt_net_total_pnl_rupees_2lots,opt_net_effective_pnl_per_lot_rupees
2025-12-18 09:40:00+05:30,2025-12-18 09:50:00+05:30,SHORT,S1,26166.666666666664,26147.0,26134.0,26167.8,26094.0,1205,1206,1207,2025-12-18 10:10:00+05:30,26167.8,SL,-33.79999999999927,2025-12-18 10:10:00+05:30,26167.8,INITIAL_SL,-33.79999999999927,26167.8,3.0,51.0,-67.59999999999854,-33.79999999999927,33.79999999999927,40.0,1.1834319526627477,,NIFTY26FEB26150PE,16609026.0,2026-02-24,26150.0,PE,65.0,2025-12-18 09:50:00+05:30,422.45,2025-12-18 10:10:00+05:30,467.35,2025-12-18 10:10:00+05:30,467.35,422.95,466.85,422.95,466.85,2918.5000000000023,2918.5000000000023,5837.000000000005,2853.5000000000023,2853.5000000000023,5707.000000000005,60.0,60.0,120.0,2793.5000000000023,2793.5000000000023,5587.000000000005,2793.5000000000023
2025-12-23 14:15:00+05:30,2025-12-23 14:25:00+05:30,LONG,R1,26561.36666666666,26573.0,26584.0,26559.0,26624.0,1485,1486,1487,2025-12-23 14:30:00+05:30,26559.0,SL,-25.0,2025-12-23 14:30:00+05:30,26559.0,INITIAL_SL,-25.0,26559.0,0.0,25.90000000000145,-50.0,-25.0,25.0,40.0,1.6,,NIFTY26FEB26600CE,16629250.0,2026-02-24,26600.0,CE,65.0,2025-12-23 14:25:00+05:30,417.0,2025-12-23 14:30:00+05:30,409.0,2025-12-23 14:30:00+05:30,409.0,417.5,408.5,417.5,408.5,-520.0,-520.0,-1040.0,-585.0,-585.0,-1170.0,60.0,60.0,120.0,-645.0,-645.0,-1290.0,-645.0
2025-12-24 10:10:00+05:30,2025-12-24 10:20:00+05:30,LONG,R1,26580.333333333336,26585.0,26585.5,26568.2,26625.5,1511,1512,1513,2025-12-24 10:45:00+05:30,26568.2,SL,-17.299999999999272,2025-12-24 10:45:00+05:30,26568.2,INITIAL_SL,-17.299999999999272,26568.2,1.5,27.5,-34.599999999998545,-17.299999999999272,17.299999999999272,40.0,2.312138728323797,,NIFTY26FEB26600CE,16629250.0,2026-02-24,26600.0,CE,65.0,2025-12-24 10:20:00+05:30,413.2,2025-12-24 10:45:00+05:30,408.0,2025-12-24 10:45:00+05:30,408.0,413.7,407.5,413.7,407.5,-337.99999999999926,-337.99999999999926,-675.9999999999985,-402.99999999999926,-402.99999999999926,-805.9999999999985,60.0,60.0,120.0,-462.99999999999926,-462.99999999999926,-925.9999999999985,-462.99999999999926
2025-12-26 11:05:00+05:30,2025-12-26 11:15:00+05:30,SHORT,S2,26406.533333333333,26398.5,26396.4,26410.8,26356.4,1597,1598,1599,2025-12-26 14:20:00+05:30,26356.4,TP1,40.0,2025-12-26 14:25:00+05:30,26360.0,TRAIL_SL,36.400000000001455,26360.0,41.400000000001455,1.8999999999978168,76.40000000000146,38.20000000000073,14.399999999997815,40.0,2.7777777777781987,,NIFTY26FEB26400PE,16623106.0,2026-02-24,26400.0,PE,65.0,2025-12-26 11:15:00+05:30,411.15,2025-12-26 14:20:00+05:30,432.95,2025-12-26 14:25:00+05:30,427.65,411.65,432.45,411.65,427.15,1417.0000000000007,1072.5,2489.500000000001,1352.0000000000007,1007.5,2359.500000000001,60.0,60.0,120.0,1292.0000000000007,947.5,2239.500000000001,1119.7500000000005
2025-12-29 11:00:00+05:30,2025-12-29 11:10:00+05:30,SHORT,S1,26324.066666666677,26310.0,26304.1,26328.0,26264.1,1671,1672,1673,2025-12-29 13:35:00+05:30,26264.1,TP1,40.0,2025-12-29 13:45:00+05:30,26252.0,TRAIL_SL,52.09999999999855,26252.0,59.0,10.900000000001455,92.09999999999854,46.04999999999927,23.90000000000145,40.0,1.6736401673639147,,NIFTY26FEB26300PE,16620802.0,2026-02-24,26300.0,PE,65.0,2025-12-29 11:10:00+05:30,410.45,2025-12-29 13:35:00+05:30,437.95,2025-12-29 13:45:00+05:30,430.75,410.95,437.45,410.95,430.25,1787.5,1319.5000000000007,3107.000000000001,1722.5,1254.5000000000007,2977.000000000001,60.0,60.0,120.0,1662.5,1194.5000000000007,2857.000000000001,1428.5000000000005
2025-12-29 13:10:00+05:30,2025-12-29 13:20:00+05:30,SHORT,S2,26281.13333333333,26272.0,26270.0,26290.3,26230.0,1697,1698,1699,2025-12-29 15:25:00+05:30,26265.0,EOD,5.0,2025-12-29 15:25:00+05:30,26265.0,EOD,5.0,26290.3,24.90000000000145,10.0,10.0,5.0,20.299999999999272,40.0,1.9704433497537648,,NIFTY26FEB26250PE,16614658.0,2026-02-24,26250.0,PE,65.0,2025-12-29 14:45:00+05:30,409.4,2025-12-29 15:25:00+05:30,403.45,2025-12-29 15:25:00+05:30,403.45,409.9,402.95,409.9,402.95,-386.74999999999926,-386.74999999999926,-773.4999999999985,-451.74999999999926,-451.74999999999926,-903.4999999999985,60.0,60.0,120.0,-511.74999999999926,-511.74999999999926,-1023.4999999999985,-511.74999999999926
2025-12-30 13:00:00+05:30,2025-12-30 13:10:00+05:30,SHORT,S1,26203.633333333328,26196.4,26195.8,26204.1,26155.8,1770,1771,1772,2025-12-30 13:20:00+05:30,26204.1,SL,-8.299999999999272,2025-12-30 13:20:00+05:30,26204.1,INITIAL_SL,-8.299999999999272,26204.1,8.799999999999272,10.100000000002185,-16.599999999998545,-8.299999999999272,8.299999999999272,40.0,4.819277108434157,,NIFTY26FEB26200PE,16609538.0,2026-02-24,26200.0,PE,65.0,2025-12-30 13:10:00+05:30,410.35,2025-12-30 13:20:00+05:30,409.3,2025-12-30 13:20:00+05:30,409.3,410.85,408.8,410.85,408.8,-68.25000000000074,-68.25000000000074,-136.50000000000148,-133.25000000000074,-133.25000000000074,-266.5000000000015,60.0,60.0,120.0,-193.25000000000074,-193.25000000000074,-386.5000000000015,-193.25000000000074
2026-01-08 10:00:00+05:30,2026-01-08 10:10:00+05:30,SHORT,S1,26332.166666666664,26315.0,26307.8,26333.1,26267.8,2259,2260,2261,2026-01-08 10:55:00+05:30,26267.8,TP1,40.0,2026-01-08 11:30:00+05:30,26225.4,TRAIL_SL,82.39999999999782,26225.4,96.0,2.200000000000728,122.39999999999782,61.19999999999891,25.299999999999272,40.0,1.5810276679842352,,NIFTY26FEB26300PE,16620802.0,2026-02-24,26300.0,PE,65.0,2026-01-08 10:10:00+05:30,388.0,2026-01-08 10:55:00+05:30,406.7,2026-01-08 11:30:00+05:30,439.3,388.5,406.2,388.5,438.8,1215.4999999999993,3334.500000000001,4550.0,1150.4999999999993,3269.500000000001,4420.0,60.0,60.0,120.0,1090.4999999999993,3209.500000000001,4300.0,2150.0
2026-01-12 10:30:00+05:30,2026-01-12 10:40:00+05:30,SHORT,S1,25830.0,25822.6,25810.0,25840.0,25770.0,2415,2416,2417,2026-01-12 11:15:00+05:30,25770.0,TP1,40.0,2026-01-12 11:45:00+05:30,25732.0,TRAIL_SL,78.0,25732.0,95.0,15.299999999999272,118.0,59.0,30.0,40.0,1.3333333333333333,,NIFTY26FEB25800PE,16605442.0,2026-02-24,25800.0,PE,65.0,2026-01-12 10:40:00+05:30,390.55,2026-01-12 11:15:00+05:30,412.1,2026-01-12 11:45:00+05:30,426.35,391.05,411.6,391.05,425.85,1400.7500000000007,2327.000000000001,3727.750000000002,1335.7500000000007,2262.000000000001,3597.750000000002,60.0,60.0,120.0,1275.7500000000007,2202.000000000001,3477.750000000002,1738.875000000001
2026-01-19 11:05:00+05:30,2026-01-19 11:15:00+05:30,SHORT,S2,25732.4,25720.0,25720.0,25748.9,25680.0,2722,2723,2724,2026-01-19 13:45:00+05:30,25748.9,SL,-28.90000000000145,2026-01-19 13:45:00+05:30,25748.9,INITIAL_SL,-28.90000000000145,25748.9,30.0,44.29999999999927,-57.80000000000291,-28.90000000000145,28.90000000000145,40.0,1.3840830449826294,,NIFTY26FEB25700PE,16604418.0,2026-02-24,25700.0,PE,65.0,2026-01-19 11:15:00+05:30,359.6,2026-01-19 13:45:00+05:30,336.45,2026-01-19 13:45:00+05:30,336.45,360.1,335.95,360.1,335.95,-1504.7500000000023,-1504.7500000000023,-3009.5000000000045,-1569.7500000000023,-1569.7500000000023,-3139.5000000000045,60.0,60.0,120.0,-1629.7500000000023,-1629.7500000000023,-3259.5000000000045,-1629.7500000000023
2026-01-23 13:15:00+05:30,2026-01-23 13:25:00+05:30,SHORT,S1,25349.86666666667,25307.6,25290.5,25353.8,25250.5,3048,3049,3050,2026-01-23 13:30:00+05:30,25250.5,TP1,40.0,2026-01-23 13:40:00+05:30,25232.7,TRAIL_SL,57.79999999999927,25232.7,100.5,14.5,97.79999999999929,48.89999999999964,63.29999999999927,40.0,0.6319115323854733,,NIFTY26FEB25300PE,16599554.0,2026-02-24,25300.0,PE,65.0,2026-01-23 13:25:00+05:30,397.3,2026-01-23 13:30:00+05:30,439.3,2026-01-23 13:40:00+05:30,456.75,397.8,438.8,397.8,456.25,2730.0,3864.249999999999,6594.249999999999,2665.0,3799.249999999999,6464.249999999999,60.0,60.0,120.0,2605.0,3739.249999999999,6344.249999999999,3172.1249999999995
2026-01-29 14:25:00+05:30,2026-01-29 14:35:00+05:30,LONG,R1,25530.63333333334,25542.0,25554.3,25515.8,25594.3,3287,3288,3289,2026-01-29 15:25:00+05:30,25539.0,EOD,-15.299999999999272,2026-01-29 15:25:00+05:30,25539.0,EOD,-15.299999999999272,25515.8,10.5,29.299999999999272,-30.599999999998545,-15.299999999999272,38.5,40.0,1.0389610389610389,,NIFTY26FEB25550CE,16602626.0,2026-02-24,25550.0,CE,65.0,2026-01-29 14:35:00+05:30,350.6,2026-01-29 15:25:00+05:30,339.15,2026-01-29 15:25:00+05:30,339.15,351.1,338.65,351.1,338.65,-744.250000000003,-744.250000000003,-1488.500000000006,-809.250000000003,-809.250000000003,-1618.500000000006,60.0,60.0,120.0,-869.250000000003,-869.250000000003,-1738.500000000006,-869.250000000003
2026-01-30 13:05:00+05:30,2026-01-30 13:15:00+05:30,SHORT,S1,25346.06666666667,25330.0,25333.0,25365.8,25293.0,3346,3347,3348,2026-01-30 13:40:00+05:30,25365.8,SL,-32.79999999999927,2026-01-30 13:40:00+05:30,25365.8,INITIAL_SL,-32.79999999999927,25365.8,35.0,62.0,-65.59999999999854,-32.79999999999927,32.79999999999927,40.0,1.2195121951219785,,NIFTY26FEB25350PE,16600066.0,2026-02-24,25350.0,PE,65.0,2026-01-30 13:15:00+05:30,364.8,2026-01-30 13:40:00+05:30,329.8,2026-01-30 13:40:00+05:30,329.8,365.3,329.3,365.3,329.3,-2275.0,-2275.0,-4550.0,-2340.0,-2340.0,-4680.0,60.0,60.0,120.0,-2400.0,-2400.0,-4800.0,-2400.0
2026-02-06 10:25:00+05:30,2026-02-06 10:35:00+05:30,SHORT,S2,25591.533333333333,25586.1,25581.0,25620.0,25541.0,3764,3765,3766,2026-02-06 11:05:00+05:30,25620.0,SL,-39.0,2026-02-06 11:05:00+05:30,25620.0,INITIAL_SL,-39.0,25620.0,10.900000000001455,43.09999999999855,-78.0,-39.0,39.0,40.0,1.0256410256410255,,NIFTY26FEB25600PE,16603394.0,2026-02-24,25600.0,PE,65.0,2026-02-06 10:35:00+05:30,255.55,2026-02-06 11:05:00+05:30,230.2,2026-02-06 11:05:00+05:30,230.2,256.05,229.7,256.05,229.7,-1647.7500000000014,-1647.7500000000014,-3295.5000000000027,-1712.7500000000014,-1712.7500000000014,-3425.5000000000027,60.0,60.0,120.0,-1772.7500000000014,-1772.7500000000014,-3545.5000000000027,-1772.7500000000014
2026-02-10 09:30:00+05:30,2026-02-10 09:40:00+05:30,LONG,R2,25987.866666666665,25999.9,26004.0,25966.3,26044.0,3903,3904,3905,2026-02-10 12:50:00+05:30,26044.0,TP1,40.0,2026-02-10 12:55:00+05:30,26033.0,TRAIL_SL,29.0,26033.0,40.0,16.799999999999272,69.0,34.5,37.70000000000073,40.0,1.0610079575596612,,NIFTY26FEB26000CE,16607234.0,2026-02-24,26000.0,CE,65.0,2026-02-10 09:40:00+05:30,209.65,2026-02-10 12:50:00+05:30,226.0,2026-02-10 12:55:00+05:30,224.7,210.15,225.5,210.15,224.2,1062.7499999999995,978.2499999999989,2040.9999999999984,997.7499999999997,913.2499999999989,1910.9999999999986,60.0,60.0,120.0,937.7499999999997,853.2499999999989,1790.9999999999986,895.4999999999993
2026-02-11 10:35:00+05:30,2026-02-11 10:45:00+05:30,LONG,R1,26029.1,26035.0,26033.0,26015.0,26073.0,3991,3992,3993,2026-02-11 10:55:00+05:30,26015.0,SL,-18.0,2026-02-11 10:55:00+05:30,26015.0,INITIAL_SL,-18.0,26015.0,7.0,21.299999999999272,-36.0,-18.0,18.0,40.0,2.2222222222222223,,NIFTY26FEB26050CE,16607746.0,2026-02-24,26050.0,CE,65.0,2026-02-11 10:45:00+05:30,175.35,2026-02-11 10:55:00+05:30,170.15,2026-02-11 10:55:00+05:30,170.15,175.85,169.65,175.85,169.65,-337.99999999999926,-337.99999999999926,-675.9999999999985,-402.99999999999926,-402.99999999999926,-805.9999999999985,60.0,60.0,120.0,-462.99999999999926,-462.99999999999926,-925.9999999999985,-462.99999999999926
2026-02-12 11:30:00+05:30,2026-02-12 11:40:00+05:30,SHORT,S2,25891.233333333334,25878.0,25880.0,25896.9,25840.0,4077,4078,4079,2026-02-12 12:20:00+05:30,25896.9,SL,-16.900000000001455,2026-02-12 12:20:00+05:30,25896.9,INITIAL_SL,-16.900000000001455,25896.9,12.599999999998545,19.0,-33.80000000000291,-16.900000000001455,16.900000000001455,40.0,2.36686390532524,,NIFTY26FEB25900PE,16606466.0,2026-02-24,25900.0,PE,65.0,2026-02-12 11:40:00+05:30,186.3,2026-02-12 12:20:00+05:30,179.55,2026-02-12 12:20:00+05:30,179.55,186.8,179.05,186.8,179.05,-438.75,-438.75,-877.5,-503.75,-503.75,-1007.5,60.0,60.0,120.0,-563.75,-563.75,-1127.5,-563.75
2026-02-12 13:45:00+05:30,2026-02-12 13:55:00+05:30,SHORT,S2,25891.233333333334,25886.0,25885.0,25908.3,25845.0,4104,4105,4106,2026-02-12 14:45:00+05:30,25845.0,TP1,40.0,2026-02-12 14:55:00+05:30,25835.4,TRAIL_SL,49.59999999999855,25835.4,65.0,8.0,89.59999999999854,44.79999999999927,23.299999999999272,40.0,1.7167381974249465,,NIFTY26FEB25900PE,16606466.0,2026-02-24,25900.0,PE,65.0,2026-02-12 13:55:00+05:30,182.95,2026-02-12 14:45:00+05:30,222.5,2026-02-12 14:55:00+05:30,213.0,183.45,222.0,183.45,212.5,2570.750000000001,1953.2500000000007,4524.000000000002,2505.750000000001,1888.2500000000007,4394.000000000002,60.0,60.0,120.0,2445.750000000001,1828.2500000000007,4274.000000000002,2137.000000000001
2026-02-19 14:25:00+05:30,2026-02-19 14:35:00+05:30,SHORT,S2,25592.466666666667,25558.0,25575.0,25594.9,25535.0,4487,4488,4489,2026-02-19 14:40:00+05:30,25535.0,TP1,40.0,2026-02-19 14:40:00+05:30,25575.0,TRAIL_SL,0.0,25575.0,44.79999999999927,10.0,40.0,20.0,19.90000000000145,40.0,2.0100502512561342,,NIFTY26FEB25600PE,16603394.0,2026-02-24,25600.0,PE,65.0,2026-02-19 14:35:00+05:30,149.95,2026-02-19 14:40:00+05:30,176.95,2026-02-19 14:40:00+05:30,176.95,150.45,176.45,150.45,176.45,1755.0,1755.0,3510.0,1690.0,1690.0,3380.0,60.0,60.0,120.0,1630.0,1630.0,3260.0,1630.0
